#  Ref. em. line wavelengths in vacuum (SDSS7)
#  http://classic.sdss.org/dr6/algorithms/linestable.html
#
1033.82		0.0	1.0	OVI
1215.24		0.0	9.0	Lya
1240.81		0.0	3.0	NV
1305.53		0.0	0.0	OI
1335.31		0.0	0.0	CII
1397.61		0.0	0.0	SiIV
1399.8		0.0	1.0	SiIV-OIV
1549.48		0.0	8.0	CIV
1640.4		0.0	0.0	HeII
1665.85		0.0	0.0	OIII
1857.4		0.0	0.0	AlIII
1908.734	0.0	7.0	CIII
2326.0		0.0	0.5	CII
2439.5		0.0	0.0	NeIV
2799.117	1.0	8.0	MgII
3346.79		0.0	0.0	NeV
3426.85		0.0	0.0	NeVI
3727.092	5.0	1.0	OII
3729.875	0.0	0.0	OII
3889.0		0.0	0.0	HeI
4072.3		0.0	0.0	SII
4102.89		0.5	2.0	Hd
4341.68		1.0	3.0	Hg
4364.436	0.0	0.0	OIII
4862.68		2.0	4.0	HB
4932.603	0.0	0.0	OIII
4960.295	2.0	2.0	OIII
5008.240	3.0	2.0	OIII
6302.046	0.0	0.0	OI
6365.536	0.0	0.0	OI
6529.03		0.0	0.0	NI
6549.86		3.0	0.0	NII
6564.61		8.0	8.0	Ha
6585.27		3.0	0.0	NII
6718.29		3.0	0.0	SII
6732.67		3.0	0.0	SII
#
#  Absorption Lines
#
3934.777       -1.0	0.0	K
3969.588       -1.0	0.0	H
4305.61	       -1.0	0.0	G
5176.7	       -1.0	0.0	Mg
5895.6	       -1.0	0.0	Na
8500.36	       -1.0	0.0	CaII
8544.44	       -1.0	0.0	CaII
8664.52	       -1.0	0.0	CaII
#
#  Sky Lines
#
5578.5		0.0	0.0	SkyI
5894.6		0.0	0.0	SkyII
6301.7		0.0	0.0	SkyIII
7246.0		0.0	0.0	SkyIV
